MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,MEMBERSHIP_STATUS,START_DATE,END_DATE
12,100000.0,M,M,349992.0,1.0,TYPE-B,61,1,ANNUAL,INFORCE,2010-05-20,2025-04-20
56,120000.0,M,M,180000.0,1.0,TYPE-B,39,1,MONTHLY,INFORCE,2010-05-04,2025-04-20
68,200000.0,S,M,500004.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-04-30,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,75,0,ANNUAL,INFORCE,2010-04-30,2025-04-20
44,120000.0,M,M,449724.0,1.0,TYPE-B,51,3,MONTHLY,INFORCE,2010-05-03,2025-04-20
34,120000.0,M,M,549996.0,6.0,TYPE-B,61,2,MONTHLY,CANCELLED,2010-05-04,2010-09-02
52,100000.0,M,M,500004.0,1.0,TYPE-B,43,3,SEMI-ANNUAL,INFORCE,2010-05-10,2025-04-20
82,160000.0,M,M,549996.0,6.0,TYPE-B,65,0,SEMI-ANNUAL,INFORCE,2010-05-06,2025-04-20
31,150555.0,M,M,549996.0,6.0,TYPE-B,64,2,ANNUAL,INFORCE,2010-05-04,2025-04-20
27,120000.0,M,M,549996.0,1.0,TYPE-B,61,0,SEMI-ANNUAL,INFORCE,2010-05-10,2025-04-20
57,220000.0,M,F,999996.0,1.0,TYPE-B,38,2,SEMI-ANNUAL,INFORCE,2010-04-30,2025-04-20
41,200000.0,M,M,999996.0,1.0,TYPE-B,54,3,ANNUAL,CANCELLED,2010-04-30,2011-06-27
27,120000.0,M,M,549996.0,1.0,TYPE-B,54,1,SEMI-ANNUAL,INFORCE,2010-05-20,2025-04-20
60,125000.0,S,M,300000.0,1.0,TYPE-B,35,0,ANNUAL,INFORCE,2010-05-04,2025-04-20
33,106668.0,M,M,549996.0,6.0,TYPE-B,61,1,SEMI-ANNUAL,INFORCE,2010-05-04,2025-04-20
27,100000.0,S,M,499992.0,1.0,TYPE-B,25,0,SEMI-ANNUAL,INFORCE,2010-05-06,2025-04-20
27,100000.0,M,F,499992.0,1.0,TYPE-B,43,2,SEMI-ANNUAL,INFORCE,2010-05-05,2025-04-20
33,106668.0,M,M,549996.0,6.0,TYPE-B,61,1,SEMI-ANNUAL,INFORCE,2010-05-04,2025-04-20
27,120000.96,M,M,549996.0,6.0,TYPE-B,73,0,MONTHLY,INFORCE,2010-05-13,2025-04-20
38,100000.0,M,F,750000.0,1.0,TYPE-B,51,3,ANNUAL,INFORCE,2010-05-12,2025-04-20
27,150001.2,M,M,549996.0,1.0,TYPE-B,71,0,MONTHLY,CANCELLED,2010-05-05,2010-09-03
64,100005.0,S,F,750000.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-05-24,2025-04-20
66,100005.0,S,M,750000.0,1.0,TYPE-B,21,0,ANNUAL,INFORCE,2010-05-06,2025-04-20
27,100000.0,M,F,300000.0,1.0,TYPE-B,44,2,ANNUAL,CANCELLED,2010-05-31,2011-07-27
32,100000.0,M,M,500004.0,1.0,TYPE-B,63,3,ANNUAL,INFORCE,2010-05-06,2025-04-20
12,100000.0,M,M,399996.0,1.0,TYPE-B,33,3,ANNUAL,INFORCE,2010-05-06,2025-04-20
31,100000.0,M,M,300000.0,1.0,TYPE-B,63,3,ANNUAL,INFORCE,2010-05-06,2025-04-20
27,100000.0,M,M,399996.0,1.0,TYPE-B,42,1,ANNUAL,INFORCE,2010-05-10,2025-04-20
42,111017.0,M,M,350004.0,1.0,TYPE-B,52,2,ANNUAL,CANCELLED,2010-05-10,2011-07-07
22,100000.0,M,M,2100000.0,1.0,TYPE-B,35,2,SEMI-ANNUAL,INFORCE,2010-05-11,2025-04-20
12,125000.0,S,M,1149996.0,1.0,TYPE-B,28,0,ANNUAL,CANCELLED,2010-05-12,2011-07-11
22,100000.0,M,F,339996.0,1.0,TYPE-B,38,3,ANNUAL,CANCELLED,2010-05-10,2011-07-09
27,100000.0,M,M,399996.0,1.0,TYPE-B,40,3,ANNUAL,CANCELLED,2010-05-24,2011-07-21
12,200000.0,M,M,500004.0,1.0,TYPE-B,28,1,ANNUAL,INFORCE,2010-05-12,2025-04-20
12,200000.0,S,M,500004.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-05-12,2025-04-20
52,100000.0,M,M,699996.0,1.0,TYPE-B,43,1,ANNUAL,INFORCE,2010-05-12,2025-04-20
49,150000.0,M,M,680004.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2010-05-26,2025-04-20
49,150000.0,M,M,680004.0,1.0,TYPE-B,45,3,ANNUAL,INFORCE,2010-05-17,2025-04-20
32,100000.0,M,M,300000.0,1.0,TYPE-B,62,2,ANNUAL,INFORCE,2010-05-13,2025-04-20
64,300000.0,S,M,1549992.0,1.0,TYPE-B,29,0,QUARTERLY,CANCELLED,2010-05-11,2010-10-09
74,100000.0,M,M,549996.0,1.0,TYPE-B,43,0,ANNUAL,INFORCE,2010-05-17,2025-04-20
25,200000.0,M,F,699996.0,1.0,TYPE-B,69,3,ANNUAL,INFORCE,2010-05-12,2025-04-20
28,200000.0,M,F,549996.0,4.0,TYPE-B,66,2,ANNUAL,INFORCE,2010-05-12,2025-04-20
44,394700.0,M,M,999996.0,1.0,TYPE-B,50,1,ANNUAL,CANCELLED,2010-05-12,2011-07-11
45,150000.0,M,M,549996.0,6.0,TYPE-B,60,2,MONTHLY,INFORCE,2010-05-17,2025-04-20
27,400000.0,M,M,549996.0,1.0,TYPE-B,66,0,SEMI-ANNUAL,CANCELLED,2010-05-31,2011-01-27
45,150000.0,M,M,549996.0,6.0,TYPE-B,60,1,MONTHLY,INFORCE,2010-05-13,2025-04-20
57,201000.0,M,F,999996.0,1.0,TYPE-B,38,2,ANNUAL,CANCELLED,2010-05-12,2011-07-11
30,120000.0,S,M,549996.0,6.0,TYPE-B,65,0,MONTHLY,CANCELLED,2010-05-13,2010-09-11
52,100000.0,M,M,275004.0,1.0,TYPE-B,42,3,ANNUAL,CANCELLED,2010-05-13,2011-07-12
17,200000.0,M,M,1200000.0,1.0,TYPE-B,40,1,SEMI-ANNUAL,INFORCE,2010-05-31,2025-04-20
40,120000.0,M,M,395004.0,1.0,TYPE-B,55,1,MONTHLY,CANCELLED,2010-05-13,2010-09-11
30,100000.0,S,M,549996.0,6.0,TYPE-B,65,0,ANNUAL,INFORCE,2010-05-13,2025-04-20
22,102000.72,M,M,3300000.0,1.0,TYPE-B,33,3,MONTHLY,INFORCE,2010-05-21,2025-04-20
12,100020.72,S,M,339996.0,1.0,TYPE-B,36,0,MONTHLY,CANCELLED,2010-05-17,2010-10-14
26,216000.0,M,M,549996.0,6.0,TYPE-B,68,2,ANNUAL,INFORCE,2010-05-20,2025-04-20
41,100000.0,M,M,500004.0,1.0,TYPE-B,54,3,ANNUAL,INFORCE,2010-05-17,2025-04-20
12,100000.0,M,M,549996.0,1.0,TYPE-B,57,1,ANNUAL,INFORCE,2010-05-18,2025-04-20
17,100930.0,M,F,785004.0,1.0,TYPE-B,45,1,ANNUAL,INFORCE,2010-05-17,2025-04-20
20,500000.0,M,M,300000.0,1.0,TYPE-B,75,1,QUARTERLY,INFORCE,2010-05-17,2025-04-20
27,200000.0,M,F,2839992.0,1.0,TYPE-B,57,2,SEMI-ANNUAL,INFORCE,2010-05-24,2025-04-20
27,150000.0,M,M,1200000.0,1.0,TYPE-B,36,3,ANNUAL,CANCELLED,2010-05-24,2011-07-23
26,200000.0,M,M,549996.0,6.0,TYPE-B,68,2,SEMI-ANNUAL,CANCELLED,2010-05-17,2011-01-14
30,100000.0,M,F,249996.0,1.0,TYPE-B,65,1,SEMI-ANNUAL,INFORCE,2010-05-17,2025-04-20
42,100000.0,M,M,500004.0,1.0,TYPE-B,52,1,QUARTERLY,INFORCE,2010-05-27,2025-04-20
27,120000.96,M,M,549996.0,1.0,TYPE-B,59,0,MONTHLY,INFORCE,2010-05-20,2025-04-20
31,100000.0,M,M,549996.0,6.0,TYPE-B,63,2,ANNUAL,INFORCE,2010-05-17,2025-04-20
34,120000.0,M,M,549996.0,6.0,TYPE-B,61,3,MONTHLY,CANCELLED,2010-05-17,2010-11-16
56,180000.0,M,M,549996.0,6.0,TYPE-B,63,2,MONTHLY,CANCELLED,2010-05-17,2010-09-15
27,125000.0,M,M,1200000.0,1.0,TYPE-B,67,1,ANNUAL,CANCELLED,2010-05-17,2011-07-16
35,140000.0,M,M,699996.0,1.0,TYPE-B,55,1,ANNUAL,INFORCE,2010-05-27,2025-04-20
54,120000.0,M,M,999996.0,1.0,TYPE-B,41,3,MONTHLY,INFORCE,2010-05-19,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,67,3,ANNUAL,INFORCE,2010-05-31,2025-04-20
12,200000.0,M,M,549996.0,1.0,TYPE-B,45,3,ANNUAL,INFORCE,2010-05-21,2025-04-20
12,120000.96,M,M,500004.0,1.0,TYPE-B,49,1,MONTHLY,CANCELLED,2010-05-26,2010-09-24
27,180001.44,M,M,549996.0,2.0,TYPE-B,63,0,MONTHLY,CANCELLED,2010-05-31,2010-09-26
40,100000.0,M,M,549996.0,1.0,TYPE-B,65,3,ANNUAL,INFORCE,2010-05-19,2025-04-20
19,120000.0,M,M,549996.0,6.0,TYPE-B,75,1,SEMI-ANNUAL,CANCELLED,2010-05-19,2011-01-18
23,120000.0,M,M,549996.0,6.0,TYPE-B,75,3,SEMI-ANNUAL,CANCELLED,2010-05-19,2011-01-18
27,151000.0,M,M,699996.0,1.0,TYPE-B,48,3,ANNUAL,INFORCE,2010-05-20,2025-04-20
17,251798.76,M,M,549996.0,1.0,TYPE-A,49,3,ANNUAL,INFORCE,2010-06-17,2025-04-20
56,120000.0,M,M,180000.0,1.0,TYPE-B,39,2,MONTHLY,CANCELLED,2010-05-20,2010-09-18
27,100000.0,M,F,549996.0,4.0,TYPE-B,34,3,QUARTERLY,CANCELLED,2010-06-10,2010-11-09
27,100000.0,M,M,549996.0,6.0,TYPE-B,63,1,ANNUAL,INFORCE,2010-05-27,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,36,1,QUARTERLY,CANCELLED,2010-05-21,2010-10-20
17,160000.0,M,F,399996.0,1.0,TYPE-B,47,3,ANNUAL,INFORCE,2010-06-15,2025-04-20
39,100373.0,M,M,699996.0,1.0,TYPE-B,56,1,ANNUAL,CANCELLED,2010-05-21,2011-07-20
77,125000.0,M,M,549996.0,1.0,TYPE-B,46,0,ANNUAL,INFORCE,2010-05-25,2025-04-20
27,200000.0,M,M,549996.0,1.0,TYPE-B,59,3,SEMI-ANNUAL,CANCELLED,2010-05-27,2012-01-26
33,100000.0,M,M,549996.0,6.0,TYPE-B,62,2,SEMI-ANNUAL,INFORCE,2010-05-24,2025-04-20
26,100000.0,W,M,549996.0,6.0,TYPE-B,69,0,ANNUAL,CANCELLED,2010-05-24,2011-07-21
27,100000.0,M,M,549996.0,1.0,TYPE-B,48,2,ANNUAL,INFORCE,2010-05-24,2025-04-20
38,150000.0,M,M,600000.0,1.0,TYPE-B,57,2,MONTHLY,CANCELLED,2010-05-24,2010-09-20
12,240001.92,M,M,3399996.0,1.0,TYPE-B,53,1,MONTHLY,INFORCE,2010-05-28,2025-04-20
58,120000.0,M,M,800004.0,1.0,TYPE-B,36,3,QUARTERLY,INFORCE,2010-05-31,2025-04-20
37,199999.0,M,M,1200000.0,1.0,TYPE-B,57,2,ANNUAL,INFORCE,2010-05-24,2025-04-20
48,120000.0,M,M,999996.0,1.0,TYPE-B,46,1,QUARTERLY,CANCELLED,2010-05-27,2010-10-26
41,100000.0,M,M,500004.0,1.0,TYPE-B,54,2,SEMI-ANNUAL,INFORCE,2010-05-25,2025-04-20
30,100000.0,M,F,279996.0,1.0,TYPE-B,64,1,QUARTERLY,INFORCE,2010-05-26,2025-04-20
12,200000.0,M,M,399996.0,1.0,TYPE-B,44,1,QUARTERLY,INFORCE,2010-05-25,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,68,1,ANNUAL,INFORCE,2010-05-26,2025-04-20
12,103200.72,M,M,350004.0,1.0,TYPE-B,44,3,MONTHLY,INFORCE,2010-05-26,2025-04-20
22,150001.2,M,M,399996.0,1.0,TYPE-B,36,2,MONTHLY,CANCELLED,2010-06-03,2011-05-02
56,120000.0,M,M,450000.0,1.0,TYPE-B,38,1,ANNUAL,INFORCE,2010-05-26,2025-04-20
27,111111.0,M,F,165000.0,1.0,TYPE-B,33,1,ANNUAL,INFORCE,2010-05-27,2025-04-20
27,111111.0,M,M,459996.0,1.0,TYPE-B,36,3,ANNUAL,INFORCE,2010-05-27,2025-04-20
17,100000.0,M,M,549996.0,1.0,TYPE-B,46,0,ANNUAL,CANCELLED,2010-05-31,2011-07-27
30,100000.0,M,M,500004.0,1.0,TYPE-B,65,2,SEMI-ANNUAL,INFORCE,2010-05-26,2025-04-20
52,100000.0,M,M,99996.0,1.0,TYPE-B,42,3,ANNUAL,CANCELLED,2010-05-26,2011-07-25
37,199999.0,M,M,999996.0,1.0,TYPE-B,58,3,ANNUAL,CANCELLED,2010-05-26,2011-07-25
42,500004.0,M,M,999996.0,1.0,TYPE-B,53,3,MONTHLY,INFORCE,2010-05-26,2025-04-20
58,130000.0,M,M,500004.0,1.0,TYPE-B,36,1,ANNUAL,INFORCE,2010-05-26,2025-04-20
12,100000.0,M,M,324912.0,1.0,TYPE-B,41,3,ANNUAL,INFORCE,2010-05-28,2025-04-20
35,100000.0,M,M,294540.0,1.0,TYPE-B,60,3,ANNUAL,CANCELLED,2010-05-26,2011-07-25
51,150000.0,M,F,699996.0,1.0,TYPE-B,43,1,ANNUAL,INFORCE,2010-05-28,2025-04-20
12,100000.0,S,M,800004.0,1.0,TYPE-B,35,0,ANNUAL,INFORCE,2010-05-28,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,62,1,ANNUAL,INFORCE,2010-05-28,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,34,0,ANNUAL,INFORCE,2010-05-28,2025-04-20
36,201000.0,W,F,900000.0,1.0,TYPE-B,59,0,ANNUAL,INFORCE,2010-05-27,2025-04-20
42,100000.0,M,M,279996.0,1.0,TYPE-B,53,1,ANNUAL,CANCELLED,2010-05-27,2012-07-26
36,120000.0,M,M,399996.0,1.0,TYPE-B,59,3,QUARTERLY,INFORCE,2010-05-27,2025-04-20
12,300002.4,M,M,800004.0,1.0,TYPE-B,38,1,MONTHLY,CANCELLED,2010-05-31,2011-09-26
68,120000.0,M,M,549996.0,1.0,TYPE-B,42,1,MONTHLY,CANCELLED,2010-05-27,2010-09-25
67,201000.0,M,M,900000.0,1.0,TYPE-B,25,3,ANNUAL,INFORCE,2010-05-28,2025-04-20
50,150000.0,M,M,800004.0,1.0,TYPE-B,45,3,MONTHLY,CANCELLED,2010-05-28,2010-09-26
22,100000.0,M,M,750000.0,1.0,TYPE-B,46,3,ANNUAL,INFORCE,2010-05-28,2025-04-20
42,100000.0,M,M,399996.0,1.0,TYPE-B,53,3,ANNUAL,INFORCE,2010-05-28,2025-04-20
27,200000.0,M,M,219996.0,1.0,TYPE-B,47,2,ANNUAL,CANCELLED,2010-06-03,2011-08-02
17,100000.0,M,M,549996.0,6.0,TYPE-B,77,3,ANNUAL,INFORCE,2010-05-28,2025-04-20
63,150000.0,M,M,650004.0,1.0,TYPE-B,30,1,MONTHLY,CANCELLED,2010-05-31,2010-09-26
47,250099.0,M,M,950004.0,1.0,TYPE-B,48,2,ANNUAL,CANCELLED,2010-05-28,2011-07-27
27,100000.8,M,M,2400000.0,1.0,TYPE-B,33,3,MONTHLY,CANCELLED,2010-06-15,2013-04-16
33,106668.0,M,M,549996.0,6.0,TYPE-B,61,1,SEMI-ANNUAL,INFORCE,2010-05-28,2025-04-20
33,106668.0,M,M,549996.0,6.0,TYPE-B,61,1,SEMI-ANNUAL,INFORCE,2010-05-28,2025-04-20
12,300000.0,M,M,1500000.0,1.0,TYPE-B,36,1,ANNUAL,INFORCE,2010-05-31,2025-04-20
17,100017.0,M,M,549996.0,1.0,TYPE-B,45,0,ANNUAL,INFORCE,2010-05-28,2025-04-20
12,101250.0,W,F,399996.0,1.0,TYPE-B,44,0,ANNUAL,INFORCE,2010-05-31,2025-04-20
55,108000.0,M,M,549996.0,1.0,TYPE-B,67,3,SEMI-ANNUAL,CANCELLED,2010-05-31,2011-01-27
27,100000.0,M,M,549996.0,1.0,TYPE-B,55,0,ANNUAL,INFORCE,2010-05-31,2025-04-20
12,100000.0,M,M,500004.0,1.0,TYPE-B,45,1,ANNUAL,INFORCE,2010-05-28,2025-04-20
52,100000.0,M,M,1200000.0,1.0,TYPE-B,42,2,SEMI-ANNUAL,INFORCE,2010-05-28,2025-04-20
40,100000.0,M,F,600000.0,1.0,TYPE-B,54,1,ANNUAL,INFORCE,2010-05-31,2025-04-20
40,100000.0,M,F,600000.0,1.0,TYPE-B,54,2,ANNUAL,INFORCE,2010-05-31,2025-04-20
40,100000.0,M,F,600000.0,1.0,TYPE-B,54,2,ANNUAL,INFORCE,2010-05-31,2025-04-20
68,100000.0,S,M,1240992.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-05-28,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,55,0,ANNUAL,INFORCE,2010-05-31,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,73,0,ANNUAL,INFORCE,2010-05-31,2025-04-20
12,100000.0,M,M,350004.0,1.0,TYPE-B,57,2,ANNUAL,INFORCE,2010-05-31,2025-04-20
32,500000.0,M,M,900000.0,1.0,TYPE-B,63,1,ANNUAL,INFORCE,2010-05-31,2025-04-20
42,499999.0,M,M,999996.0,1.0,TYPE-B,53,1,ANNUAL,CANCELLED,2010-05-31,2011-07-27
38,100000.0,W,F,200004.0,1.0,TYPE-B,57,0,SEMI-ANNUAL,INFORCE,2010-05-31,2025-04-20
22,100000.0,M,M,999996.0,1.0,TYPE-B,40,2,SEMI-ANNUAL,CANCELLED,2010-06-04,2011-02-02
39,400000.0,M,M,1380996.0,1.0,TYPE-B,55,3,ANNUAL,CANCELLED,2010-05-31,2011-07-27
12,100000.0,S,M,350004.0,1.0,TYPE-B,27,0,SEMI-ANNUAL,INFORCE,2010-05-31,2025-04-20
60,150000.0,M,F,500004.0,1.0,TYPE-B,35,1,SEMI-ANNUAL,INFORCE,2010-05-31,2025-04-20
70,265000.0,M,M,549996.0,1.0,TYPE-B,58,0,ANNUAL,INFORCE,2010-05-31,2025-04-20
70,102000.72,M,M,549996.0,1.0,TYPE-B,45,0,MONTHLY,CANCELLED,2010-06-03,2010-10-02
64,120000.0,M,M,549996.0,1.0,TYPE-B,26,3,MONTHLY,INFORCE,2010-06-03,2025-04-20
31,100000.0,M,F,549996.0,6.0,TYPE-B,63,1,SEMI-ANNUAL,INFORCE,2010-06-04,2025-04-20
20,120000.0,M,M,399996.0,1.0,TYPE-B,75,2,MONTHLY,INFORCE,2010-06-10,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,60,3,ANNUAL,INFORCE,2010-06-04,2025-04-20
12,110000.0,M,F,300000.0,1.0,TYPE-B,30,3,ANNUAL,INFORCE,2010-06-03,2025-04-20
12,300000.0,M,M,999996.0,1.0,TYPE-B,60,1,ANNUAL,INFORCE,2010-06-07,2025-04-20
12,100000.0,M,M,876996.0,1.0,TYPE-B,53,2,ANNUAL,CANCELLED,2010-06-03,2012-08-02
57,100000.0,M,M,800004.0,1.0,TYPE-B,38,2,QUARTERLY,CANCELLED,2010-06-04,2010-11-03
42,100000.0,M,M,450000.0,1.0,TYPE-B,52,1,QUARTERLY,CANCELLED,2010-06-03,2010-11-02
12,103200.72,M,M,350004.0,1.0,TYPE-B,44,1,MONTHLY,CANCELLED,2010-06-03,2010-10-02
43,100000.0,M,F,350004.0,1.0,TYPE-B,51,2,SEMI-ANNUAL,INFORCE,2010-06-02,2025-04-20
12,251000.0,M,M,549996.0,1.0,TYPE-B,60,2,ANNUAL,INFORCE,2010-06-07,2025-04-20
17,200000.0,M,M,2387004.0,1.0,TYPE-B,47,1,ANNUAL,CANCELLED,2010-06-04,2011-08-03
44,200000.0,M,M,900000.0,1.0,TYPE-B,51,3,ANNUAL,INFORCE,2010-06-03,2025-04-20
40,250000.0,M,M,350004.0,1.0,TYPE-B,55,3,ANNUAL,INFORCE,2010-06-04,2025-04-20
27,170000.0,M,M,549996.0,1.0,TYPE-B,50,0,ANNUAL,CANCELLED,2010-06-07,2011-08-06
28,100000.0,M,M,300000.0,1.0,TYPE-B,66,1,ANNUAL,INFORCE,2010-06-04,2025-04-20
68,150000.0,S,M,1241004.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-06-08,2025-04-20
58,200000.0,M,M,999996.0,1.0,TYPE-B,37,2,ANNUAL,INFORCE,2010-06-04,2025-04-20
49,135000.0,M,M,350004.0,1.0,TYPE-B,46,3,QUARTERLY,INFORCE,2010-06-07,2025-04-20
22,100000.0,M,F,549996.0,4.0,TYPE-B,50,3,ANNUAL,INFORCE,2010-06-16,2025-04-20
45,100000.0,M,M,368580.0,1.0,TYPE-B,50,3,ANNUAL,INFORCE,2010-06-15,2025-04-20
12,100000.0,M,M,300000.0,1.0,TYPE-B,36,1,QUARTERLY,CANCELLED,2010-06-07,2011-08-06
32,500000.0,S,M,624996.0,1.0,TYPE-B,63,0,ANNUAL,INFORCE,2010-06-15,2025-04-20
22,100000.0,M,M,549996.0,6.0,TYPE-B,72,2,ANNUAL,INFORCE,2010-06-07,2025-04-20
27,100000.0,M,M,549996.0,1.0,TYPE-B,72,0,ANNUAL,INFORCE,2010-06-08,2025-04-20
58,300000.0,M,M,999996.0,1.0,TYPE-B,36,3,ANNUAL,INFORCE,2010-06-07,2025-04-20
33,100000.0,M,M,549996.0,6.0,TYPE-B,62,3,SEMI-ANNUAL,INFORCE,2010-06-07,2025-04-20
38,200000.0,W,F,1200000.0,1.0,TYPE-B,56,0,ANNUAL,INFORCE,2010-06-08,2025-04-20
32,500000.0,M,M,900000.0,1.0,TYPE-B,63,3,ANNUAL,INFORCE,2010-06-07,2025-04-20
47,150000.0,M,M,200004.0,1.0,TYPE-B,47,3,ANNUAL,CANCELLED,2010-06-16,2011-08-07
27,100000.0,M,M,549996.0,6.0,TYPE-B,63,1,SEMI-ANNUAL,INFORCE,2010-06-09,2025-04-20
27,200000.0,M,M,549996.0,6.0,TYPE-B,61,3,SEMI-ANNUAL,INFORCE,2010-06-21,2025-04-20
28,100000.0,M,M,300000.0,1.0,TYPE-B,67,3,ANNUAL,INFORCE,2010-06-09,2025-04-20
25,250000.0,M,F,549996.0,4.0,TYPE-B,69,3,ANNUAL,INFORCE,2010-06-10,2025-04-20
41,120000.0,M,M,600000.0,1.0,TYPE-B,54,2,ANNUAL,CANCELLED,2010-06-14,2011-08-08
27,100000.0,M,M,300000.0,1.0,TYPE-B,42,1,ANNUAL,INFORCE,2010-06-09,2025-04-20
19,100000.0,M,M,300000.0,1.0,TYPE-B,75,1,ANNUAL,CANCELLED,2010-06-11,2011-08-10
21,101000.0,W,F,368004.0,1.0,TYPE-B,74,0,ANNUAL,INFORCE,2010-06-15,2025-04-20
58,120000.0,M,M,729996.0,1.0,TYPE-B,36,1,MONTHLY,INFORCE,2010-06-16,2025-04-20
68,200000.0,S,M,1241004.0,1.0,TYPE-B,24,0,ANNUAL,INFORCE,2010-06-14,2025-04-20
34,167000.0,M,F,900000.0,1.0,TYPE-B,60,3,ANNUAL,CANCELLED,2010-06-11,2012-08-10
20,200000.0,M,M,699996.0,1.0,TYPE-B,74,3,ANNUAL,INFORCE,2010-06-14,2025-04-20
12,100000.0,M,M,2499996.0,1.0,TYPE-B,40,2,ANNUAL,INFORCE,2010-06-14,2025-04-20
55,180000.0,M,M,500004.0,1.0,TYPE-B,39,3,MONTHLY,CANCELLED,2010-06-11,2010-10-10
59,100000.0,M,M,300000.0,1.0,TYPE-B,36,1,QUARTERLY,CANCELLED,2010-06-14,2010-11-11
44,100000.0,M,M,249996.0,1.0,TYPE-B,50,1,SEMI-ANNUAL,INFORCE,2010-06-14,2025-04-20
17,200000.0,M,F,500004.0,1.0,TYPE-B,77,3,ANNUAL,INFORCE,2010-06-14,2025-04-20
41,120000.0,M,F,1200000.0,1.0,TYPE-B,54,3,MONTHLY,INFORCE,2010-06-14,2025-04-20
42,150000.0,M,M,500004.0,1.0,TYPE-B,53,3,ANNUAL,INFORCE,2010-06-14,2025-04-20
12,112500.0,M,M,680004.0,1.0,TYPE-B,55,1,ANNUAL,INFORCE,2010-06-17,2025-04-20
12,112500.0,M,F,849996.0,1.0,TYPE-B,51,3,ANNUAL,INFORCE,2010-06-17,2025-04-20
28,100000.0,M,M,300000.0,1.0,TYPE-B,66,3,ANNUAL,INFORCE,2010-06-14,2025-04-20
30,100000.0,S,M,549996.0,6.0,TYPE-B,65,0,SEMI-ANNUAL,CANCELLED,2010-06-16,2011-02-14
20,100000.0,M,M,549996.0,6.0,TYPE-B,74,2,ANNUAL,INFORCE,2010-06-16,2025-04-20
27,100000.0,M,M,350004.0,1.0,TYPE-B,33,3,SEMI-ANNUAL,INFORCE,2010-06-17,2025-04-20
53,100000.0,M,M,600000.0,1.0,TYPE-B,42,2,ANNUAL,INFORCE,2010-06-16,2025-04-20
27,100000.0,M,M,549996.0,6.0,TYPE-B,75,2,ANNUAL,CANCELLED,2010-06-17,2011-08-16
49,200000.0,M,M,6999996.0,1.0,TYPE-B,45,2,ANNUAL,INFORCE,2010-06-15,2025-04-20
31,100000.0,M,M,549996.0,6.0,TYPE-B,60,1,ANNUAL,INFORCE,2010-06-28,2025-04-20
37,400000.0,M,F,799992.0,1.0,TYPE-B,57,3,SEMI-ANNUAL,CANCELLED,2010-06-16,2012-08-15
54,300000.0,M,M,1749036.0,1.0,TYPE-B,40,3,ANNUAL,CANCELLED,2010-06-16,2011-08-15
22,150000.0,M,M,399996.0,1.0,TYPE-B,72,1,ANNUAL,INFORCE,2010-06-17,2025-04-20
47,250000.0,M,M,1200000.0,1.0,TYPE-B,47,1,ANNUAL,INFORCE,2010-06-17,2025-04-20
46,400000.0,M,F,1100004.0,1.0,TYPE-B,48,1,ANNUAL,CANCELLED,2010-06-17,2011-08-16
58,100000.0,M,M,300000.0,1.0,TYPE-B,36,2,SEMI-ANNUAL,INFORCE,2010-06-17,2025-04-20
61,112500.0,M,M,300000.0,1.0,TYPE-B,33,2,ANNUAL,INFORCE,2010-06-18,2025-04-20
54,100000.0,M,M,900000.0,1.0,TYPE-B,40,3,ANNUAL,INFORCE,2010-06-17,2025-04-20
30,400000.0,M,M,2400000.0,1.0,TYPE-B,64,3,ANNUAL,CANCELLED,2010-06-17,2011-08-16
48,150000.0,M,F,500004.0,1.0,TYPE-B,47,2,ANNUAL,INFORCE,2010-06-17,2025-04-20
48,200000.0,M,M,750000.0,1.0,TYPE-B,46,3,ANNUAL,INFORCE,2010-06-18,2025-04-20
38,200000.0,W,F,1290000.0,1.0,TYPE-B,56,0,ANNUAL,INFORCE,2010-06-18,2025-04-20
27,100000.0,M,M,180000.0,1.0,TYPE-B,51,1,ANNUAL,INFORCE,2010-06-25,2025-04-20
49,100000.0,M,M,800004.0,1.0,TYPE-B,45,3,SEMI-ANNUAL,CANCELLED,2010-06-18,2011-02-16
27,100000.0,M,M,6000000.0,5.0,TYPE-B,30,2,ANNUAL,INFORCE,2010-06-24,2025-04-20
